submission_date,genero,edad,donde_vivis,opinion_cuarentena,home_office,act_original,opinion_circulacion,circulacion_abierta,submitter,filepath,act_limpia,circ_limpia,Profesion
30/06/2020,Mujer,Entre 36 y 45 años,mendoza,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 26 y 35 años,santa fe,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",cuido personas mayores,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,s corre el riesgo d contagio,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['cuido', 'personas', 'mayores']","['s', 'corre', 'el', 'riesgo', 'd', 'contagio']",cuidado de adultos mayores y niños
30/06/2020,Mujer,Entre 36 y 45 años,chaco,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,es correcto si no tienen circulacion viral,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['es', 'correcto', 'si', 'no', 'tienen', 'circulación', 'viral']",
30/06/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,ama de casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,,ama de casa
30/06/2020,Mujer,Entre 36 y 45 años,cordoba,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",peluqueria,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['peluqueria'],,peluqueria
30/06/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,cada cual en su casa...no tendria q haber circulacion,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['cada', 'cual', 'en', 'su', 'casa', 'no', 'tendria', 'q', 'haber', 'circulación']",
30/06/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",docente,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['docente'],,profesor
30/06/2020,Mujer,Entre 36 y 45 años,santa fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Prefiero no contestar,Entre 26 y 35 años,san luis,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo","soy personal de salud, enfermera pero el gobernador no tiene ganas de gastar un peso en salud publica entonces jamas contrato personal ",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,es innecesaria,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,gobernador,"['es', 'innecesaria']",personal de salud
30/06/2020,Mujer,Entre 36 y 45 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,con recaudos sera posible,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['con', 'recaudos', 'será', 'posible']",
30/06/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,es peligroso porque aquellas provincias que ya casi no tienen casos positivos estaran en riesgo de un rebrote,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['es', 'peligroso', 'porque', 'aquellas', 'provincias', 'que', 'ya', 'casi', 'no', 'tienen', 'casos', 'positivos', 'estarán', 'en', 'riesgo', 'de', 'un', 'rebrote']",ama de casa
01/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",administracion,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['administracion'],,empleado administrativo
01/07/2020,Mujer,Entre 26 y 35 años,san luis,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",no ya que lo que empece a estudiar estilista y es de manera presencial y la facultad cerro para armar un hospital para personas que tengan covid19 positivo y asintomaticos,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,estoy de acuerdo ya que se necesita reponer los supermercados y mayormente cigarrillos en los kioscos y estaciones de servicio,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['no', 'ya', 'que', 'lo', 'que', 'empece', 'a', 'estudiar', 'estilista', 'y', 'es', 'de', 'manera', 'presencial', 'y', 'la', 'facultad', 'cerro', 'para', 'armar', 'un', 'hospital', 'para', 'personas', 'que', 'tengan', 'covid19', 'positivo', 'y', 'asintomaticos']","['estoy', 'de', 'acuerdo', 'ya', 'que', 'se', 'necesita', 'reponer', 'los', 'supermercados', 'y', 'mayormente', 'cigarrillos', 'en', 'los', 'kioscos', 'y', 'estaciones', 'de', 'servicio']",estudiante
01/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 26 y 35 años,tucuman,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",era empleada de limpieza informal y perdi mi trabajo,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,asi se va a dispersar mas el virus,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['era', 'empleada', 'de', 'limpieza', 'informal', 'y', 'perdi', 'mi', 'trabajo']","['asi', 'se', 'va', 'a', 'dispersar', 'mas', 'el', 'virus']",empleada domestica
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,solo en el caso denque sean provincias o ciudades donde no haya circulacion viral y tomando las precauciones y controles necesarios antes de ingresar a la ciudad.,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['solo', 'en', 'el', 'caso', 'denque', 'sean', 'provincias', 'o', 'ciudades', 'donde', 'no', 'haya', 'circulacion', 'viral', 'y', 'tomando', 'las', 'precauciones', 'y', 'controles', 'necesarios', 'antes', 'de', 'ingresar', 'a', 'la', 'ciudad']",
01/07/2020,Mujer,Entre 36 y 45 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",venta de productos varios,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['venta', 'de', 'productos', 'varios']",,comerciante
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",juegos,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,no es necesario,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['juegos'],"['no', 'es', 'necesario']",
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,la pampa,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"no pueden dejar en manos de la gente un tema tan importante, porque no tenemos la responsabilidad de cuidarnos como se debe. mas aun cuando hay gente que ni siquiera reconoce la existencia de la pandemia. seria absurdo confiar en el cuidado de la gente, esta demostrado que no lo hicieron, hacen ni haran.",,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['no', 'pueden', 'dejar', 'en', 'manos', 'de', 'la', 'gente', 'un', 'tema', 'tan', 'importante', 'porque', 'no', 'tenemos', 'la', 'responsabilidad', 'de', 'cuidarnos', 'como', 'se', 'debe', 'más', 'aún', 'cuando', 'hay', 'gente', 'que', 'ni', 'siquiera', 'reconoce', 'la', 'existencia', 'de', 'la', 'pandemia', 'sería', 'absurdo', 'confiar', 'en', 'el', 'cuidado', 'de', 'la', 'gente', 'esta', 'demostrado', 'que', 'no', 'lo', 'hicieron', 'hacen', 'ni', 'harán']",
01/07/2020,Prefiero no contestar,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",auxiliar de limpieza de la prov. con cese en abril en medio de la pandemia . osea abandono de persona !!,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,no es conveniente todavia.,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['auxiliar', 'de', 'limpieza', 'de', 'la', 'prov', 'con', 'cese', 'en', 'abril', 'en', 'medio', 'de', 'la', 'pandemia', 'osea', 'abandono', 'de', 'persona']","['no', 'es', 'conveniente', 'todavía']",auxiliar
01/07/2020,Mujer,Entre 26 y 35 años,ciudad autonoma de buenos aires,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,Viki Menicucci,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","trabajo desde casa pero tengo q salir al correo para nas entregas, estan suspendidas temporalmente.",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,es un alto riesgo para las provincias con poca o nula circulacion del virus. empeoraria mas el problema.,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['trabajo', 'desde', 'casa', 'pero', 'tengo', 'q', 'salir', 'al', 'correo', 'para', 'nas', 'entregas', 'estan', 'suspendidas', 'temporalmente']","['es', 'un', 'alto', 'riesgo', 'para', 'las', 'provincias', 'con', 'poca', 'o', 'nula', 'circulación', 'del', 'virus', 'empeoraria', 'mas', 'el', 'problema']",
01/07/2020,Mujer,Entre 36 y 45 años,cordoba,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"algo simple, para poder viajar por otras provincias ya no debe haber tatis casos de covi19",,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['algo', 'simple', 'para', 'poder', 'viajar', 'por', 'otras', 'provincias', 'ya', 'no', 'debe', 'haber', 'tatis', 'casos', 'de', 'covi19']",
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,ama de casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,no estoy de acuerdo,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['no', 'estoy', 'de', 'acuerdo']",ama de casa
01/07/2020,Mujer,Entre 36 y 45 años,neuquen,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,santa fe,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online","soy docente, y trabajamos el doble que estando en el aula, es un gran desafio esta nueva metodologia. ",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"y no estoy de acuerdo porque en la ciudad donde vivo estamos a solo 80km del chaco, una de las provincias con muchos casos y ademas no cumplen con los protocolos que se exigen.",,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['soy', 'docente', 'y', 'trabajamos', 'el', 'doble', 'que', 'estando', 'en', 'el', 'aula', 'es', 'un', 'gran', 'desafio', 'esta', 'nueva', 'metodologia']","['y', 'no', 'estoy', 'de', 'acuerdo', 'porque', 'en', 'la', 'ciudad', 'donde', 'vivo', 'estamos', 'a', 'solo', '80km', 'del', 'chaco', 'una', 'de', 'las', 'provincias', 'con', 'muchos', 'casos', 'y', 'además', 'no', 'cumplen', 'con', 'los', 'protocolos', 'que', 'se', 'exigen']",profesor
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",docente,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,el q quiera que lo haga pero al llegar a destino 14 dias aislado.,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['docente'],"['el', 'q', 'quiera', 'que', 'lo', 'haga', 'pero', 'al', 'llegar', 'a', 'destino', '14', 'dias', 'aislado']",profesor
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","trabajar desde casa es agotador, aun asi prefiero esto a estar enferma y/o aislada",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,solo si circulan gente con actividades escenciales,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['trabajar', 'desde', 'casa', 'es', 'agotador', 'aun', 'asi', 'prefiero', 'esto', 'a', 'estar', 'enferma', 'y', 'o', 'aislada']","['solo', 'si', 'circulan', 'gente', 'con', 'actividades', 'escenciales']",
01/07/2020,Mujer,Entre 36 y 45 años,rio negro,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,si es para trabajar lo veo bien.,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['si', 'es', 'para', 'trabajar', 'lo', 'veo', 'bien']",
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",administracion,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,si estan en condiciones sanitarias de hacerlo no esta mal que pueda. hacerlo,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['administracion'],"['si', 'están', 'en', 'condiciones', 'sanitarias', 'de', 'hacerlo', 'no', 'está', 'mal', 'que', 'pueda', 'hacerlo']",empleado administrativo
01/07/2020,Mujer,Entre 36 y 45 años,cordoba,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",empleada de una maestra,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,tiene q haber estrictas normas de protocolos para saber en cada limite si circula alguien con el virus,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['empleada', 'de', 'una', 'maestra']","['tiene', 'q', 'haber', 'estrictas', 'normas', 'de', 'protocolos', 'para', 'saber', 'en', 'cada', 'limite', 'si', 'circula', 'alguien', 'con', 'el', 'virus']",auxiliar
01/07/2020,Mujer,Entre 46 y 55 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","empleada admistrativa,pues trabajar perfectamente,",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,expande la circulacion del covid,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['empleada', 'admistrativa', 'pues', 'trabajar', 'perfectamente']","['expande', 'la', 'circulación', 'del', 'covid']",empleado administrativo
01/07/2020,Mujer,Entre 26 y 35 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 46 y 55 años,cordoba,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",calculista. no hay obras nuevas. la construccion esta parada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,deberia permitirse la circulacion entre provincias en similar situacion epidemiologica,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['calculista', 'no', 'hay', 'obras', 'nuevas', 'la', 'construccion', 'esta', 'parada']","['debería', 'permitirse', 'la', 'circulación', 'entre', 'provincias', 'en', 'similar', 'situación', 'epidemiológica']",construccion
01/07/2020,Mujer,Entre 36 y 45 años,chaco,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",empleada domestica,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,hay provincias q tiene mas contagiados q otras y no esta bueno que tengan mas covid 19,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,empleada domestica,"['hay', 'provincias', 'q', 'tiene', 'más', 'contagiados', 'q', 'otras', 'y', 'no', 'está', 'bueno', 'que', 'tengan', 'más', 'covid', '19']",empleada domestica
01/07/2020,Hombre,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",empleado de comercio,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,no tiene que haber mas casos de coronavirus para la libre circulacion entre provincias,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,empleado de comercio,"['no', 'tiene', 'que', 'haber', 'mas', 'casos', 'de', 'coronavirus', 'para', 'la', 'libre', 'circulación', 'entre', 'provincias']",comerciante
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",soy conductora de radio y me faltan rendir finales 4 y 7 cursadas para recibirme de profe geografia.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,creo que la forma de erradicar la pandemia es con la menos circulacion posible,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['soy', 'conductora', 'de', 'radio', 'y', 'me', 'faltan', 'rendir', 'finales', '4', 'y', '7', 'cursadas', 'para', 'recibirme', 'de', 'profe', 'geografia']","['creo', 'que', 'la', 'forma', 'de', 'erradicar', 'la', 'pandemia', 'es', 'con', 'la', 'menos', 'circulacion', 'posible']",estudiante
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",ama de casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,q puede generar contagios,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['q', 'puede', 'generar', 'contagios']",ama de casa
01/07/2020,Mujer,Entre 36 y 45 años,entre rios,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"ama de casa,se a dificultado la escuela de mis hijos pero se trata de hacer todo lo pocible",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,me parece mejor resguarda cada provincia.para que deje de circular el virus,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['me', 'parece', 'mejor', 'resguarda', 'cada', 'provincia', 'para', 'que', 'deje', 'de', 'circular', 'el', 'virus']",ama de casa
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,santa fe,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,no la veo prudente por el momento.,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['no', 'la', 'veo', 'prudente', 'por', 'el', 'momento']",
01/07/2020,Mujer,Entre 36 y 45 años,misiones,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 26 y 35 años,santa fe,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",manualidades para cumples de 15,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,no se qe pensar,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['manualidades', 'para', 'cumples', 'de', '15']","['no', 'se', 'qe', 'pensar']",artesanias manualidades
01/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 36 y 45 años,chaco,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",medica,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,es necesario poder recuperar el derecho constitucional de transitar por el pais,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,['medica'],"['es', 'necesario', 'poder', 'recuperar', 'el', 'derecho', 'constitucional', 'de', 'transitar', 'por', 'el', 'país']",medico
02/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",empleada de comercio,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,es trsldar el virus a otra provincia q quizas no este tan mal como bs as,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['empleada', 'de', 'comercio']","['es', 'trsldar', 'el', 'virus', 'a', 'otra', 'provincia', 'q', 'quizás', 'no', 'esté', 'tan', 'mal', 'como', 'bs', 'as']",empleado de comercio
02/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 36 y 45 años,rio negro,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",trabajo por hora en casas,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,no me parece conveniente,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,"['trabajo', 'por', 'hora', 'en', 'casas']","['no', 'me', 'parece', 'conveniente']",empleada domestica
02/07/2020,Mujer,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,"ama de casa y mama si pude trabajar con mis hijos en educarlos online y ayurarlos con sus tareas por whatsap nos comunicamos con su seno e.mail, mensenger y facebook ",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,por el riesgo de llevar el virus a las provincias que ya no tenga casos y expandir los contagios,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['por', 'el', 'riesgo', 'de', 'llevar', 'el', 'virus', 'a', 'las', 'provincias', 'que', 'ya', 'no', 'tenga', 'casos', 'y', 'expandir', 'los', 'contagios']",ama de casa
02/07/2020,Mujer,Entre 36 y 45 años,entre rios,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 26 y 35 años,cordoba,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,no deben dejar ingresar a habitantes de buenos aires,,999426e0-bfc4-11ea-9f59-9197db17f01d.csv,,"['no', 'deben', 'dejar', 'ingresar', 'a', 'habitantes', 'de', 'buenos', 'aires']",
